path,entry_type,link_target,source_modified_at_sydney,snapshot_at_sydney,size_bytes,sha256
academic-research-skills-main/.github/pull_request_template.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,1969,89b9b1ed73402d6d76ea1e0066e31ad8210aea9aa91245d0103ff7a638e80b20
academic-research-skills-main/.github/workflows/changelog-covers-merges.yml,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,1572,cf91f00e81c7d82842da7589e16c76a12ee33ff862ccce01be6b3ac2b91ee014
academic-research-skills-main/.github/workflows/command-invariants.yml,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,1867,9da9050ad3905f28b3a17c78548d1dae85128f61dca68b20852fe9c5fe5d0a01
academic-research-skills-main/.github/workflows/defer-label-gate.yml,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,2071,46aaa825c29507ff723abe884478f6ea0513f69ef263de2c57047f5d97109a5a
academic-research-skills-main/.github/workflows/eval-harness.yml,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,7926,698b0bdc0f2692d8e5dece516b914c4d46c9d8f330995faee3f4b3e45ef1f20e
academic-research-skills-main/.github/workflows/freshness-check.yml,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,1103,252410a973f82d0766878fd105934574d52532a5fbd6c4b61f45046d0d043f54
academic-research-skills-main/.github/workflows/harness-retirement-monthly.yml,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,1728,6c0a7eeb1a3a179de985970fbb52dcab1b773b8f5091cf37716a218b48dbf9ef
academic-research-skills-main/.github/workflows/platform-port-reminder.yml,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,6258,5272e986a283e02c5c1174af9266f1e4b7843eda41c11f617b1b68141603f386
academic-research-skills-main/.github/workflows/pr-closes-issue.yml,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,2169,bc7978e87a033ea0a36c315b7a29513f353b6c2da8368b370577f8a4844e3c88
academic-research-skills-main/.github/workflows/pytest.yml,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,1855,d087d25bf486708d8f4b504353ec3419f1e0d677a7ad4c79003e0f9910158522
academic-research-skills-main/.github/workflows/release-cooldown.yml,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,4828,e5dbabb84fb8631d1f937908ede6a3a75ace72494055c84fa8784c6079d291bd
academic-research-skills-main/.github/workflows/repository-hygiene.yml,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,1973,590ad8d67a9dac7e93943a83d92ca67bfd354081a718a6bf75b3b7064973d11a
academic-research-skills-main/.github/workflows/spec-consistency.yml,file,,2026-09-11T13:14:47+10:00,2026-09-25T20:10:29+10:00,48638,eeedb8924d8cfda0b147250ef16c37651093cce1d317ae8c71244106c42e6a9c
academic-research-skills-main/.github/workflows/tag-version-match.yml,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,1386,5c48ff4348b3afc9d5907694e588fe1ad595146f7dc102bbbb251f311218a051
academic-research-skills-main/.github/workflows/test-count-monotonic.yml,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,5850,1c0540e95a709e1ab42080882a72f78b23ec9ecf9d4925aafd9fd9c58c7f0a6e
academic-research-skills-main/.gitignore,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,786,40bfb1b8e9e9cf1a2dbd17eda08b67737d4fd32f0233aea6f0c1ce2583bdaef1
academic-research-skills-main/.gitleaks.toml,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,3244,b7ad2efcc4d515a88ccca3b5e71e619acc69a8f6667d0e64a54e533af90f47ac
academic-research-skills-main/.gitleaksignore,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,641,2fa8853a66e37609e5abf6696f4bb20f73a2014d027c59172fb92a2a67b26471
academic-research-skills-main/CHANGELOG.md,file,,2026-09-11T13:14:47+10:00,2026-09-25T20:10:29+10:00,657225,783f9987e5b48fc7bf8e2ab0510a1057cf8d4d90be835107846dc2ffa5b3cd38
academic-research-skills-main/CITATION.cff,file,,2026-09-11T13:14:47+10:00,2026-09-25T20:10:29+10:00,1413,621d5032c5c4146c621004aac30ae8c22ec5b278da4b6700bfeaf21772190f88
academic-research-skills-main/CONTRIBUTING.md,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,9786,3e3a82a54c55a0ad9cb18a618d0d53bc55346e59ee8a651846d58baa908765a5
academic-research-skills-main/GOVERNANCE.md,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,8584,f3a55a45138f7014e3b0364b7b077407512659af4dd40b1cfb92475bbc3d7c16
academic-research-skills-main/LICENSE,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,19584,b3848009d12a173f549ef98d9ee486e64459e8eb5d9f895bff53782b4aa86d7c
academic-research-skills-main/MODE_REGISTRY.md,file,,2026-09-11T13:14:47+10:00,2026-09-25T20:10:29+10:00,5359,898d260f6675d69baa435ad35e593f04825166a547bdde8155bd9a087de19272
academic-research-skills-main/NOTICE.md,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,942,4f8eb1306c01b419baeff7f66d96ea3bd46076436406954c7eff21fb2e0003f1
academic-research-skills-main/POSITIONING.md,file,,2026-09-11T13:14:47+10:00,2026-09-25T20:10:29+10:00,14885,061c602e7d3f84c3ba960d9a21170747e611e8bec516f3c275e294fca582c643
academic-research-skills-main/QUICKSTART.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,3218,3517035ee5b7a5af536bd2d7775ff83cc200089468c517c70a7aca9cd89afca2
academic-research-skills-main/README.ja-JP.md,file,,2026-09-11T13:14:47+10:00,2026-09-25T20:10:29+10:00,125289,cc7b8f3006c1dfebdced4ca9984db722007fba8834c04403e4b85104c2af4837
academic-research-skills-main/README.ko-KR.md,file,,2026-09-11T13:14:47+10:00,2026-09-25T20:10:29+10:00,115569,a5c1e9f3df41e12aac86e4e63a1074474ef889c6fb398adedaebb0aa92a346c8
academic-research-skills-main/README.md,file,,2026-09-11T13:14:47+10:00,2026-09-25T20:10:29+10:00,111094,7beab3c05d56f85a85f01003dee6f13e5a4d3ad06acbdc2b7dfef6106ce05cfc
academic-research-skills-main/README.zh-CN.md,file,,2026-09-11T13:14:47+10:00,2026-09-25T20:10:29+10:00,96309,e8dc01c664cccfd3dd7b6efb897ab06c61e2848aa9ca600a479bfc180a9846c9
academic-research-skills-main/README.zh-TW.md,file,,2026-09-11T13:14:47+10:00,2026-09-25T20:10:29+10:00,98668,4c25cb3534b483b27e14d81e6d7c7739fb17d41c23ff3e12acc6ae57904f11dc
academic-research-skills-main/SECURITY.md,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,3473,f224e3d65fc85219993cd377af25dc42c0deb98e5df79ff6776ce4030aaf4481
academic-research-skills-main/THIRD_PARTY.md,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,4361,f50f593e67a7a051871d6ccf1126db01483136b5f99f24c7149ecf691c3a4096
academic-research-skills-main/academic-paper/SKILL.md,file,,2026-09-11T13:14:47+10:00,2026-09-25T20:10:29+10:00,48352,ec4a10ef0a1fd236474e6f6270d2fbb0a194e3c3c785619b34a71ab8fe8d73c5
academic-research-skills-main/academic-paper/agents/abstract_bilingual_agent.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,7911,03ce976e44c335c83a86d9ff296954e389c2eef982f3f16fd288aae4212f1edc
academic-research-skills-main/academic-paper/agents/argument_builder_agent.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,11164,54c855027859dd9c4f3db59e3eb89d5ef31e14260b52b90f5bd17d2552266b58
academic-research-skills-main/academic-paper/agents/citation_compliance_agent.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,19612,c19d59c4a8120510dffa7abd30808750e6f03dd7e26dbc1d548a188145416f36
academic-research-skills-main/academic-paper/agents/draft_writer_agent.md,file,,2026-09-11T13:14:47+10:00,2026-09-25T20:10:29+10:00,53088,4401a9957703ff61c08e2a0171a49522c375ef923eea1993a01bfebdcb37fbd4
academic-research-skills-main/academic-paper/agents/formatter_agent.md,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,63021,d9c687ffd07584886afa42565b68a109f2968a3f0e49ca935a7531fc8879af29
academic-research-skills-main/academic-paper/agents/intake_agent.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,24197,0e7bd02b8caa2b3ca5de12ca4bd1571b8dfbec07c2011233af126d6393b14311
academic-research-skills-main/academic-paper/agents/literature_strategist_agent.md,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,44038,e53076546c162ccc14d93fd9215368a3c1bced8944668a8ff99af1e96a312a27
academic-research-skills-main/academic-paper/agents/peer_reviewer_agent.md,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,30000,ed37055a86a8d95bbbd0c3148936d690a98440f96417a3a066222c4a7b1aa415
academic-research-skills-main/academic-paper/agents/revision_coach_agent.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,18662,5bdf8527a2852458c738797366633cbd633676a16a1ed26c3f2033a24e7e8d5c
academic-research-skills-main/academic-paper/agents/socratic_mentor_agent.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,28584,3bdb9d42c3b7d303c79c936ec04e6e00a33ba74b6e0d5bf0fdd519a842ec1321
academic-research-skills-main/academic-paper/agents/structure_architect_agent.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,18364,c3f50d54b0f58b1fc065a8c2b6a955f86ffea6f37521c9f915c6ce19f7ef8a16
academic-research-skills-main/academic-paper/agents/visualization_agent.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,17607,c22ba5e209bf4901a81e8770657ff165e3996d451efa402dec0c2f3f3901bb22
academic-research-skills-main/academic-paper/examples/chinese_paper_example.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,21572,710338d69f2610b5fd4b5f81c938c0a083615b570766b25420441b16bc4b576d
academic-research-skills-main/academic-paper/examples/clinical_citation_verification_checklist.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,4465,cf2dbe0f35dfa04ed7fcbaac57243c864003630d232b41135921c1e5181a34ea
academic-research-skills-main/academic-paper/examples/clinical_epistemic_status_example.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,6738,9faa118c3a9bef4182980d747180b7480cf3128e57c77afec244fcf89eefab66
academic-research-skills-main/academic-paper/examples/commitment_ledger_example.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,8279,1283bd2c005303a336195bf3acb1b09b172adbbc4c0e4471d74fca76e72e9cf8
academic-research-skills-main/academic-paper/examples/imrad_hei_example.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,23879,4d8a05bade86281b57f3edd79c00f0eedcb71ae1b7ae05850be084bccc702b6e
academic-research-skills-main/academic-paper/examples/literature_review_example.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,31541,f71b4d552a76549c33d953a13f5925fd5f582cf222eded0d8001ecd218b3df40
academic-research-skills-main/academic-paper/examples/plan_mode_guided_writing.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,35170,eb0155dd49fe2e88b88ca55d6759a816fd1d29e757de9a6b19c5553229ef2f39
academic-research-skills-main/academic-paper/examples/revision_mode_example.md,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,20562,9e9e5ea005f5dbe6342bb277a9f67a56a86b761cbe42b39830da96183833cdb6
academic-research-skills-main/academic-paper/examples/revision_recovery_example.md,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,42214,ded15a1ac4009208e39a261a62544ec82ab5d566225cc70fdf655158a5df6c68
academic-research-skills-main/academic-paper/examples/version_family_reconciliation_example.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,3927,14b0c5d7b56f081d201fbd7e92e75e4a1d1832da0c58cd6e73d287f644895072
academic-research-skills-main/academic-paper/references/abstract_writing_guide.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,7981,539c794257c3740f484f67a1518158904954b461a418c56d665020cc55ced85b
academic-research-skills-main/academic-paper/references/academic_writing_style.md,file,,2026-09-11T13:14:47+10:00,2026-09-25T20:10:29+10:00,7757,3feed99c7fb59ac625168a39fced4d8093a3631d1c3b967adc6566f07a24c399
academic-research-skills-main/academic-paper/references/anti_leakage_protocol.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,4489,e8672e1c69c511dda11ab90e5805a9c8b528298a59ce46b94fbf1b460784d53d
academic-research-skills-main/academic-paper/references/apa7_chinese_citation_guide.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,12510,2350cca9408a7f0b544d11c468856260225f60ab99c67ae794eddfbfeb5da747
academic-research-skills-main/academic-paper/references/apa7_extended_guide.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,6725,7d4096c0559af232de1335719ec0c0729c8dfde0a735b149563242d391892900
academic-research-skills-main/academic-paper/references/changelog.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,2821,29095755e7ef07eda0c712a68a9aaa8532596cf65aea033525bf591403bf8e1e
academic-research-skills-main/academic-paper/references/citation_format_switcher.md,file,,2026-09-11T13:14:47+10:00,2026-09-25T20:10:29+10:00,7545,4f0f2ba43ddf656845a737cad53eb9e69bf8e6924fd6ff2a420ed156c5ace739
academic-research-skills-main/academic-paper/references/committee_correspondence_protocol.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,6298,c04ade5587972fcc2db132da270659d8f4f8aabd889b246352929533cd5a9e8d
academic-research-skills-main/academic-paper/references/credit_authorship_guide.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,13983,89517644fe4469326db5ee466d98f96e0a85965092b23c361fd457c830bf6841
academic-research-skills-main/academic-paper/references/disclosure_mode_protocol.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,55175,0ea4bb57c5702ab660a1ae823d1f057419b945688df12e3356653b6dba0b138f
academic-research-skills-main/academic-paper/references/domain_evidence_profiles.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,4251,7847f68f5982f6835ec132b73c35ea62e556cc189f261c2ac025f713e226b834
academic-research-skills-main/academic-paper/references/failure_paths.md,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,14580,b08523a70bc9073379b93000f89d54bc1b213d097a18422a9b797ee91d014c4b
academic-research-skills-main/academic-paper/references/funding_statement_guide.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,12193,1826f1573813061436da6a0a639df1ce10d1e8684d36dd28f5c86a3f65c141b5
academic-research-skills-main/academic-paper/references/hei_domain_glossary.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,6974,4a9dcf5e0c279abc28846b87d26c32c8427502201e07f3cce7be480f708ef3f2
academic-research-skills-main/academic-paper/references/intro_title_rhetoric_guide.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,8868,cb70355d377b34f8aae790f8b50e3d52e5a6eb4927123d31f8c047d0e5c1288a
academic-research-skills-main/academic-paper/references/journal_submission_guide.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,8891,60f285c823a629e005b3702b9c9a6a00191df260024c9c5174bc1eaf134d08a9
academic-research-skills-main/academic-paper/references/latex_template_reference.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,9851,859e758f58d72cf887e2f6723c2fb52b0252945e1f7e36f0887557fa06a4e784
academic-research-skills-main/academic-paper/references/mode_selection_guide.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,17832,73e8f7178e06f59e9577f53669744d86340bb1d2153c0e797484a5f0606a23bf
academic-research-skills-main/academic-paper/references/paper_structure_patterns.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,8408,2defeaa4daa1e8c3c51f9114ad4c6a98c14669c5dc3f9234b6602595f93f3c5d
academic-research-skills-main/academic-paper/references/plan_mode_protocol.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,6820,1523e6f4e1a89a731f27af9f697f436f786a92a96c9b22757e434fb63d4f285a
academic-research-skills-main/academic-paper/references/policy_anchor_disclosure_protocol.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,21530,e182175c563443cc8648c6db70935d54bc2aef6e62671d0b5b2df0340cc81e78
academic-research-skills-main/academic-paper/references/policy_anchor_table.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,21692,2162bff1e54c6d89b9400354c752e79799420f167f9ae2f25536ef7e913b5e54
academic-research-skills-main/academic-paper/references/revision_patch_protocol.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,12902,639803fb8a50ed99bf68ba0b54bd85294bc48cbf409c60c00247ce277db19df5
academic-research-skills-main/academic-paper/references/statistical_visualization_standards.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,24247,8de7783763d00ceead6de3fee9b904b048fa44b785d2452fb6d99e7ade639f79
academic-research-skills-main/academic-paper/references/venue_disclosure_policies.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,39330,e97645fe2db730741b90c1b2c0a61620de2da2ffbae5cb69eb39706908af36b0
academic-research-skills-main/academic-paper/references/vlm_figure_verification.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,9301,46bba9f1e866714fe6b7ac8b4a2bec3638e342c0c91696a14679c08ea4f8616b
academic-research-skills-main/academic-paper/references/workflow_phase_details.md,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,3754,4c5f400205a8db34ca6b68e4c94648c8eaf16ecaced6bc8751335d01cdb294ea
academic-research-skills-main/academic-paper/references/writing_judgment_framework.md,file,,2026-09-11T13:14:47+10:00,2026-09-25T20:10:29+10:00,3336,bf7a992a705619bb2602e6045466dc0b4f45115b3dedd1a11daec158a710a419
academic-research-skills-main/academic-paper/references/writing_quality_check.md,file,,2026-09-11T13:14:47+10:00,2026-09-25T20:10:29+10:00,9938,2417422d081b400c97d036fe47696a8b6a76268a03ca8265ca08b11632a68a71
academic-research-skills-main/academic-paper/templates/bilingual_abstract_template.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,2943,1fffa6d11038ad6df2c3ec79616b88bff55a00013aaee28fde221df5d0013b0f
academic-research-skills-main/academic-paper/templates/case_study_template.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,2895,36dd33266bdbc80fbeecbf526cb7160f5f5dc6efac17dffa64bc0984d9d2b716
academic-research-skills-main/academic-paper/templates/conference_paper_template.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,2363,e96780005fa82b7894ce2200b749029156cfcd1c3a271dbde3745427c1623167
academic-research-skills-main/academic-paper/templates/credit_statement_template.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,4476,82284069af81b78953b3653266bf21b052a37f466dd000b92e4757bb6eb03364
academic-research-skills-main/academic-paper/templates/funding_statement_template.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,9091,f8f4a55187b43b11e575f2190779b609345ecbb1f8f67549d4d468b58efc7d58
academic-research-skills-main/academic-paper/templates/imrad_template.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,4544,73b78dc2715ea0f5b04aaebbfa00729df3d09815b77107c057bbb01400dd98b2
academic-research-skills-main/academic-paper/templates/latex_article_template.tex,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,4844,1f9112782a501b605d17ce644598cdd5e5ef250560198677266976038ccbc3c9
academic-research-skills-main/academic-paper/templates/literature_review_template.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,2896,7db258b9e2d43b34e0da41048830cbc778030f7f4ab6a9a0a75a1c28f300f91a
academic-research-skills-main/academic-paper/templates/policy_brief_template.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,3645,3e7e0c2858ec8f402b32008cba7124a2312f8f8ad2929da4cd575115d18651be
academic-research-skills-main/academic-paper/templates/revision_tracking_template.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,10421,0eb0b6ca2b2da6de3ada949d650ce86db9506437f75c17b659c78f4179be4521
academic-research-skills-main/academic-paper/templates/theoretical_paper_template.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,2913,d1389a34154452da695d5ac1f3d10b61db7a19d44a2cf5f8433b5f55c8cc1f05
academic-research-skills-main/academic-paper-reviewer/SKILL.md,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,38289,771a784f2606b8dd4a0e6c01383fd9e76d10effce3b0aed5cd18f746f63a7530
academic-research-skills-main/academic-paper-reviewer/agents/devils_advocate_reviewer_agent.md,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,42682,b42eb5559bf91c8767f85e532dfa240e5e30feb92ae3fc0be96f20058acfcf6a
academic-research-skills-main/academic-paper-reviewer/agents/domain_reviewer_agent.md,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,32961,eb6660aafadc851e3fc4545111b5113d467c9eb263ef069394db62c944ece1e5
academic-research-skills-main/academic-paper-reviewer/agents/editorial_synthesizer_agent.md,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,41214,555043f6027f5c42419634b305ab47ee3136bc46f65079da623dbcde464f5b5c
academic-research-skills-main/academic-paper-reviewer/agents/eic_agent.md,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,28632,c5ec3150c7e7cc4c89358853d13af0bde8f211e0a735bcd8c72330d1f931943d
academic-research-skills-main/academic-paper-reviewer/agents/field_analyst_agent.md,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,10437,e9174ac406869712d942dd6cf6cbdc24591ec5662bab8636fd0cc3b693ab06dd
academic-research-skills-main/academic-paper-reviewer/agents/methodology_reviewer_agent.md,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,44874,91e462ee104cc253a44d387570ea95a49a4efffcc2b4765617baf292431de6cb
academic-research-skills-main/academic-paper-reviewer/agents/perspective_reviewer_agent.md,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,33295,49bb946547593a918bd60faee88555d46a2a10b39f2857ef94163eef65920d81
academic-research-skills-main/academic-paper-reviewer/examples/hei_paper_review_example.md,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,34657,d64f2280fa17fe2f94f8f177a9ef40e412ced68f4da03987199b5507606e07ff
academic-research-skills-main/academic-paper-reviewer/examples/interdisciplinary_review_example.md,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,28262,c6cb1168a34c11bfd083cf94606417aa5da3c6ddff7d8064ca3809222fd9f957
academic-research-skills-main/academic-paper-reviewer/examples/subclaim_decomposition_example.md,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,8528,71b6c6923a3e0cc597f87da1ae95f2e422d2617a833475ef8a1d6cb148caeff3
academic-research-skills-main/academic-paper-reviewer/references/calibration_mode_protocol.md,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,15840,f6ebedf09fd7810372f1150227065aad03f5bf30f49be47226b1be26fc771bfd
academic-research-skills-main/academic-paper-reviewer/references/changelog.md,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,1396,aabe2ccbd96dc70280ea10f6eb7e5dce59cea48ee633dc736273e5dadf662d7c
academic-research-skills-main/academic-paper-reviewer/references/editorial_decision_standards.md,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,13142,88e186e8d743ee40a83842ab2f00f442cd23de417e7e3ba0a7b9b8b5dc91e76d
academic-research-skills-main/academic-paper-reviewer/references/guided_mode_protocol.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,2036,0f5ca4d432a4e10ba5c404c0e3cffc823513c3d2de2bab50996ea200579f6297
academic-research-skills-main/academic-paper-reviewer/references/integration_guide.md,file,,2026-08-15T15:33:26+10:00,2026-09-25T20:10:29+10:00,680,5f0f4a9a386e603d8f7ed50a8ec67073153e2391bfb4b60bf25eacd9dca3ca01
academic-research-skills-main/academic-paper-reviewer/references/quality_rubrics.md,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,6400,7335aa653d3573a323d9de522b0bc98f3230b7c639b673fc812fa46d607e01e1
academic-research-skills-main/academic-paper-reviewer/references/re_review_mode_protocol.md,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,52029,8672a51699e0960eb669a39749f0a9d7895e34bc221f6b3952829a313861b419
academic-research-skills-main/academic-paper-reviewer/references/review_criteria_framework.md,file,,2026-08-20T22:04:53+10:00,2026-09-25T20:10:29+10:00,6335,6af77dc4a0b86c84dd3b1b7c9849294deb869899c9d82ff100816aca7c1eead9
